id,tool_name,frequency_id
687,Tensor_Flow,Sometimes
687,TIBCO,Often
688,AWS,Sometimes
688,C,Rarely
688,Jupyter,Often
688,MATLAB,Sometimes
688,Python,Most of the time
688,SQL,Sometimes
688,Tableau,Sometimes
688,Tensor_Flow,Often
688,Unix,Most of the time
689,Amazon_ML,Sometimes
689,Oracle,Often
689,Python,Most of the time
689,Tableau,Sometimes
690,AWS,Rarely
690,C,Often
690,Mathematica,Often
690,Python,Most of the time
690,R,Most of the time
690,Stan,Often
691,C,Rarely
691,IBMSPSSModeler,Often
691,IBMSPSSStatistics,Often
691,Java,Rarely
691,MATLAB,Rarely
691,Microsoft_SQL,Sometimes
691,R,Most of the time
691,SQL,Sometimes
692,IBMWatson,Rarely
692,Java,Sometimes
692,Jupyter,Sometimes
692,Mathematica,Rarely
692,Excel,Sometimes
692,No_SQL,Often
692,Python,Most of the time
692,SQL,Most of the time
692,Tensor_Flow,Sometimes
692,Unix,Most of the time
693,Amazon_ML,Sometimes
694,Jupyter,Rarely
694,Python,Often
694,R,Most of the time
694,Tableau,Sometimes
694,Tensor_Flow,Often
695,AWS,Sometimes
695,C,Sometimes
695,Java,Rarely
695,Jupyter,Most of the time
695,No_SQL,Sometimes
695,Python,Most of the time
695,Spark,Sometimes
695,SQL,Rarely
695,Tensor_Flow,Often
695,Unix,Most of the time
696,Python,Rarely
696,R,Rarely
696,SASBase,Most of the time
696,SASEnterprise,Most of the time
696,SQL,Most of the time
697,Java,Sometimes
697,MATLAB,Often
697,Python,Most of the time
697,R,Often
698,Amazon_ML,Often
698,IBMWatson,Rarely
698,Excel,Often
698,Python,Often
698,R,Often
698,Spark,Rarely
698,SQL,Often
698,Stan,Rarely
698,Tensor_Flow,Rarely
699,AWS,Most of the time
699,GCP,Sometimes
699,Hadoop,Most of the time
699,Java,Sometimes
699,Jupyter,Often
699,No_SQL,Rarely
699,Python,Sometimes
699,R,Most of the time
699,Spark,Often
699,SQL,Most of the time
699,Tableau,Sometimes
699,Tensor_Flow,Sometimes
700,Azure,Often
700,Python,Sometimes
700,R,Most of the time
701,Amazon_ML,Rarely
701,AWS,Most of the time
701,IBMWatson,Sometimes
701,Jupyter,Sometimes
701,No_SQL,Often
701,Python,Most of the time
701,R,Rarely
701,SQL,Often
701,Tensor_Flow,Sometimes
701,Unix,Rarely
702,AWS,Rarely
702,C,Rarely
702,Jupyter,Often
702,No_SQL,Often
702,Python,Most of the time
702,SQL,Most of the time
702,Tableau,Sometimes
702,Tensor_Flow,Often
703,Python,Most of the time
703,R,Most of the time
703,SQL,Sometimes
704,Python,Rarely
704,R,Most of the time
704,SQL,Most of the time
704,Tableau,Rarely
705,Amazon_ML,Rarely
705,AWS,Rarely
705,GCP,Sometimes
705,Jupyter,Most of the time
705,Azure,Often
705,Python,Most of the time
705,R,Often
705,SQL,Often
706,Excel,Often
706,Orange,Rarely
706,R,Sometimes
706,SASEnterprise,Most of the time
707,R,Most of the time
708,C,Sometimes
708,Python,Most of the time
708,Tensor_Flow,Often
709,AWS,Sometimes
709,Cloudera,Rarely
709,IBMSPSSStatistics,Often
709,KNIMEFree,Rarely
709,Python,Often
709,R,Most of the time
709,Rapid_Miner_Free,Rarely
709,SASEnterprise,Most of the time
709,Spark,Rarely
709,Tableau,Most of the time
710,Jupyter,Most of the time
710,Python,Most of the time
710,R,Sometimes
710,Tensor_Flow,Sometimes
711,Hadoop,Often
711,Excel,Often
711,Python,Often
711,R,Most of the time
711,SASBase,Often
711,Spark,Often
711,SQL,Most of the time
712,AWS,Sometimes
712,Minitab,Often
712,Python,Sometimes
712,Tensor_Flow,Rarely
713,Python,Most of the time
713,Tableau,Sometimes
713,Tensor_Flow,Sometimes
714,Hadoop,Rarely
714,Jupyter,Sometimes
714,Python,Sometimes
714,SQL,Most of the time
714,Tableau,Often
715,Python,Sometimes
715,R,Most of the time
715,SASBase,Often
715,SQL,Often
716,AWS,Often
716,C,Often
716,Hadoop,Sometimes
716,Jupyter,Often
716,Python,Most of the time
716,Tensor_Flow,Most of the time
716,Unix,Often
717,MATLAB,Most of the time
717,Python,Often
717,R,Rarely
717,Tensor_Flow,Often
718,R,Often
718,Select1,Most of the time
719,IBMSPSSStatistics,Sometimes
719,R,Often
719,SQL,Sometimes
720,AWS,Often
720,Hadoop,Often
720,Jupyter,Sometimes
720,Microsoft_RServer,Sometimes
720,No_SQL,Often
720,Python,Often
720,R,Often
720,Spark,Often
720,SQL,Often
720,Tableau,Often
720,Unix,Often
721,MATLAB,Most of the time
721,Excel,Often
721,Minitab,Often
721,SASJMP,Often
722,Python,Most of the time
722,SASBase,Most of the time
722,SASEnterprise,Often
722,SQL,Sometimes
723,AWS,Most of the time
723,Microsoft_RServer,Often
723,Perl,Rarely
723,R,Most of the time
723,SQL,Rarely
723,Tableau,Sometimes
723,Unix,Most of the time
724,Perl,Sometimes
724,Python,Sometimes
724,R,Often
724,SQL,Often
724,Unix,Most of the time
725,AWS,Often
725,R,Most of the time
725,SASBase,Often
725,SASJMP,Rarely
725,Stan,Rarely
726,C,Often
726,Java,Often
726,MATLAB,Most of the time
726,Excel,Most of the time
726,Microsoft_SQL,Often
726,Orange,Often
726,Python,Most of the time
726,R,Most of the time
726,Rapid_Miner_Free,Often
726,SQL,Sometimes
726,Tensor_Flow,Sometimes
727,C,Most of the time
727,Mathematica,Often
727,Perl,Rarely
727,Python,Often
727,R,Most of the time
727,Unix,Often
728,IBMWatson,Often
728,Jupyter,Often
728,KNIMEFree,Sometimes
728,Excel,Most of the time
728,Python,Often
728,R,Most of the time
728,SASBase,Rarely
728,Tensor_Flow,Sometimes
729,AWS,Sometimes
729,Jupyter,Rarely
729,Python,Most of the time
729,R,Sometimes
729,SQL,Often
729,Unix,Sometimes
730,AWS,Most of the time
730,R,Most of the time
730,SQL,Sometimes
730,Tableau,Most of the time
731,IBMSPSSStatistics,Most of the time
731,Jupyter,Sometimes
731,Python,Most of the time
731,SQL,Most of the time
731,Tableau,Most of the time
731,Tensor_Flow,Sometimes
732,Hadoop,Sometimes
732,Java,Often
732,No_SQL,Often
732,Python,Most of the time
732,R,Most of the time
732,Tensor_Flow,Sometimes
733,AWS,Rarely
733,C,Most of the time
733,Jupyter,Rarely
733,MATLAB,Most of the time
733,Python,Most of the time
733,Tensor_Flow,Often
734,R,Most of the time
734,SASBase,Rarely
734,SQL,Most of the time
734,Tableau,Sometimes
734,Tensor_Flow,Sometimes
735,R,Most of the time
735,SQL,Often
736,Python,Most of the time
736,Tensor_Flow,Most of the time
737,C,Sometimes
737,Cloudera,Most of the time
737,Hadoop,Often
737,Impala,Often
737,Java,Often
737,No_SQL,Most of the time
737,Python,Sometimes
737,R,Most of the time
737,Spark,Often
737,SQL,Often
737,Unix,Often
738,Python,Often
738,R,Often
739,Jupyter,Often
739,Azure,Sometimes
739,Excel,Often
739,Oracle,Rarely
739,Python,Often
739,SQL,Most of the time
739,Tableau,Often
739,Select1,Often
740,Python,Often
740,R,Most of the time
740,SQL,Most of the time
741,Azure,Often
741,Python,Most of the time
741,SQL,Most of the time
741,Unix,Most of the time
742,C,Most of the time
742,Jupyter,Sometimes
742,Excel,Sometimes
742,Microsoft_SQL,Sometimes
742,Python,Rarely
743,KNIMEFree,Rarely
743,Python,Sometimes
743,R,Most of the time
743,Rapid_Miner_Commercial,Rarely
743,SQL,Most of the time
743,Stan,Sometimes
744,Jupyter,Sometimes
744,Orange,Sometimes
744,Python,Often
744,R,Most of the time
744,SQL,Often
744,Stan,Sometimes
744,Select1,Rarely
745,C,Often
745,Julia,Rarely
745,Jupyter,Most of the time
745,MATLAB,Rarely
745,Python,Most of the time
745,Tensor_Flow,Rarely
746,Select2,Sometimes
747,AWS,Rarely
747,C,Sometimes
747,Excel,Often
747,Python,Often
747,R,Most of the time
747,SASBase,Sometimes
747,SQL,Often
747,Unix,Most of the time
748,Jupyter,Most of the time
748,Python,Most of the time
748,Tensor_Flow,Most of the time
749,Orange,Rarely
749,Python,Often
749,R,Often
749,SQL,Often
749,Stan,Sometimes
749,Unix,Sometimes
750,C,Rarely
750,Jupyter,Often
750,Python,Rarely
750,R,Most of the time
751,C,Sometimes
751,No_SQL,Sometimes
751,Python,Most of the time
751,R,Often
751,SASBase,Most of the time
751,Spark,Rarely
751,SQL,Often
751,Tableau,Sometimes
751,Unix,Sometimes
752,R,Rarely
752,Rapid_Miner_Free,Rarely
752,Statistica,Rarely
753,Jupyter,Often
753,Azure,Most of the time
753,Excel,Sometimes
753,Microsoft_RServer,Sometimes
753,Microsoft_SQL,Sometimes
753,No_SQL,Sometimes
753,R,Most of the time
753,SQL,Most of the time
754,Amazon_ML,Sometimes
754,AWS,Most of the time
754,Java,Rarely
754,Jupyter,Most of the time
754,No_SQL,Sometimes
754,Python,Most of the time
754,R,Rarely
754,Spark,Most of the time
754,SQL,Most of the time
754,Tensor_Flow,Rarely
755,GCP,Often
755,Hadoop,Sometimes
755,MATLAB,Often
755,No_SQL,Sometimes
755,Python,Most of the time
755,R,Most of the time
755,SASBase,Most of the time
755,SASEnterprise,Often
755,Spark,Sometimes
755,SQL,Most of the time
755,Tensor_Flow,Sometimes
756,Python,Sometimes
756,R,Most of the time
756,Stan,Sometimes
757,Java,Most of the time
757,MATLAB,Rarely
757,Python,Most of the time
757,Unix,Sometimes
758,C,Sometimes
758,MATLAB,Rarely
758,Microsoft_RServer,Sometimes
758,No_SQL,Sometimes
758,R,Most of the time
758,SQL,Most of the time
758,Stan,Most of the time
758,Tableau,Often
759,Java,Sometimes
760,Hadoop,Sometimes
760,Mathematica,Rarely
760,Azure,Sometimes
760,Python,Most of the time
760,R,Most of the time
760,SQL,Most of the time
761,Jupyter,Most of the time
761,MATLAB,Sometimes
761,Perl,Rarely
761,Python,Most of the time
761,R,Rarely
761,SQL,Sometimes
761,Tensor_Flow,Often
761,Unix,Most of the time
762,C,Most of the time
762,Azure,Sometimes
762,SQL,Most of the time
763,Amazon_ML,Rarely
763,AWS,Most of the time
763,Hadoop,Rarely
763,Julia,Sometimes
763,Jupyter,Most of the time
763,Mathematica,Rarely
763,MATLAB,Rarely
763,Python,Most of the time
763,Spark,Sometimes
763,SQL,Most of the time
763,Tensor_Flow,Sometimes
763,Unix,Most of the time
764,C,Most of the time
764,MATLAB,Rarely
764,Perl,Most of the time
764,Python,Sometimes
764,Unix,Most of the time
765,C,Sometimes
765,Jupyter,Most of the time
765,MATLAB,Most of the time
765,Python,Most of the time
766,MATLAB,Most of the time
766,Orange,Rarely
766,Python,Rarely
766,R,Sometimes
766,Select1,Rarely
767,C,Rarely
767,IBMSPSSStatistics,Rarely
767,Mathematica,Rarely
767,MATLAB,Often
767,Perl,Sometimes
767,Python,Often
767,R,Rarely
767,Select1,Often
768,AWS,Often
768,Cloudera,Sometimes
768,GCP,Sometimes
768,Hadoop,Sometimes
768,Jupyter,Often
768,No_SQL,Sometimes
768,Python,Often
768,R,Often
768,Spark,Often
768,Tensor_Flow,Often
768,Unix,Sometimes
769,Excel,Sometimes
769,Microsoft_SQL,Sometimes
769,R,Most of the time
769,SQL,Often
770,Python,Often
770,R,Most of the time
770,SQL,Most of the time
770,Tableau,Sometimes
771,C,Most of the time
771,Hadoop,Often
771,No_SQL,Most of the time
771,Python,Most of the time
771,Spark,Often
771,Tensor_Flow,Often
771,Unix,Most of the time
772,MATLAB,Sometimes
772,R,Often
772,SASEnterprise,Often
773,AWS,Often
773,Jupyter,Often
773,MATLAB,Rarely
773,Python,Often
773,R,Most of the time
773,SQL,Often
773,Stan,Rarely
773,Tensor_Flow,Sometimes
773,Unix,Most of the time
774,Python,Most of the time
774,Tensor_Flow,Most of the time
775,IBMCognos,Often
775,IBMSPSSStatistics,Often
775,Microsoft_SQL,Most of the time
775,No_SQL,Often
775,R,Often
776,Java,Rarely
776,Jupyter,Most of the time
776,KNIMEFree,Often
776,Python,Most of the time
776,R,Often
776,SQL,Most of the time
776,Tableau,Sometimes
777,C,Most of the time
777,Java,Sometimes
777,Jupyter,Most of the time
777,Python,Most of the time
777,Spark,Sometimes
777,SQL,Sometimes
777,Tensor_Flow,Sometimes
778,R,Often
778,SQL,Most of the time
779,C,Often
779,MATLAB,Most of the time
779,R,Often
780,Jupyter,Sometimes
780,Python,Often
780,R,Often
780,SQL,Most of the time
780,Tableau,Most of the time
781,R,Often
781,SASBase,Most of the time
781,SASEnterprise,Most of the time
781,SQL,Sometimes
781,Tableau,Sometimes
782,Jupyter,Sometimes
782,Python,Most of the time
782,SQL,Often
782,Select1,Often
783,MATLAB,Rarely
783,R,Most of the time
783,SQL,Sometimes
783,Statistica,Sometimes
783,Tableau,Sometimes
784,C,Often
784,MATLAB,Often
784,Excel,Often
784,Microsoft_SQL,Sometimes
784,SQL,Often
785,IBMWatson,Sometimes
785,Microsoft_RServer,Sometimes
785,Select2,Often
786,Python,Most of the time
786,R,Most of the time
786,SQL,Most of the time
786,Tableau,Rarely
786,Tensor_Flow,Sometimes
786,Unix,Most of the time
787,AWS,Often
787,Jupyter,Rarely
787,Python,Sometimes
787,R,Most of the time
787,Stan,Sometimes
787,Tableau,Sometimes
788,C,Rarely
788,IBMSPSSModeler,Rarely
788,Java,Often
788,Jupyter,Often
788,Mathematica,Rarely
788,MATLAB,Rarely
788,No_SQL,Sometimes
788,Perl,Rarely
788,Python,Often
788,R,Often
788,Spark,Sometimes
788,SQL,Sometimes
788,Tensor_Flow,Sometimes
788,Unix,Often
789,Python,Often
789,R,Most of the time
789,SASEnterprise,Often
789,SQL,Sometimes
790,AWS,Sometimes
790,Jupyter,Sometimes
790,Python,Often
790,R,Most of the time
790,SQL,Most of the time
790,Tensor_Flow,Often
791,KNIMEFree,Most of the time
791,Excel,Rarely
791,Minitab,Often
791,R,Rarely
792,Cloudera,Sometimes
792,Hadoop,Sometimes
792,IBMSPSSModeler,Rarely
792,IBMSPSSStatistics,Rarely
792,IBMWatson,Sometimes
792,Java,Sometimes
792,Jupyter,Sometimes
792,Python,Often
792,R,Often
792,Spark,Sometimes
792,SQL,Sometimes
792,Tableau,Rarely
792,Unix,Often
793,Amazon_ML,Rarely
793,IBMWatson,Sometimes
793,Java,Rarely
793,Jupyter,Most of the time
793,Azure,Rarely
793,Excel,Often
793,No_SQL,Often
793,Python,Most of the time
793,SQL,Most of the time
793,Tensor_Flow,Often
793,Unix,Sometimes
794,Oracle,Often
794,R,Most of the time
794,SQL,Most of the time
795,MATLAB,Sometimes
795,Python,Sometimes
795,R,Most of the time
795,Rapid_Miner_Free,Rarely
795,SASBase,Rarely
795,SQL,Sometimes
795,Tableau,Sometimes
796,Jupyter,Sometimes
796,KNIMEFree,Rarely
796,Excel,Often
796,Orange,Rarely
796,Python,Most of the time
796,R,Most of the time
796,SAPBusiness_Objects,Sometimes
796,SQL,Most of the time
796,Tableau,Rarely
797,Python,Sometimes
797,R,Most of the time
797,Spark,Rarely
797,SQL,Rarely
798,Hadoop,Sometimes
798,Jupyter,Sometimes
798,Python,Most of the time
798,R,Most of the time
798,TIBCO,Often
799,GCP,Most of the time
799,Jupyter,Most of the time
799,Python,Most of the time
799,Spark,Often
799,Tensor_Flow,Often
799,Unix,Often
800,C,Most of the time
800,Mathematica,Rarely
800,MATLAB,Sometimes
800,No_SQL,Most of the time
800,Python,Often
800,R,Sometimes
800,Tensor_Flow,Sometimes
800,Unix,Most of the time
801,AWS,Sometimes
801,Hadoop,Often
801,Jupyter,Most of the time
801,No_SQL,Sometimes
801,Python,Most of the time
801,R,Most of the time
801,SQL,Sometimes
801,Tableau,Rarely
801,Unix,Often
802,IBMSPSSStatistics,Most of the time
802,Oracle,Sometimes
802,Select1,Rarely
803,C,Sometimes
803,Cloudera,Sometimes
803,Hadoop,Sometimes
803,Java,Sometimes
803,Julia,Sometimes
803,Jupyter,Often
803,KNIMEFree,Sometimes
803,Mathematica,Sometimes
803,MATLAB,Often
803,Perl,Often
803,Python,Most of the time
803,R,Most of the time
803,Spark,Sometimes
803,SQL,Sometimes
803,Tensor_Flow,Most of the time
803,Unix,Most of the time
804,AWS,Rarely
804,C,Most of the time
804,Hadoop,Rarely
804,Jupyter,Often
804,MATLAB,Often
804,Excel,Often
804,Python,Most of the time
804,R,Sometimes
804,Spark,Rarely
805,C,Most of the time
805,Java,Most of the time
805,Jupyter,Most of the time
805,KNIMEFree,Often
805,MATLAB,Often
805,No_SQL,Most of the time
805,Python,Most of the time
805,Spark,Sometimes
805,SQL,Often
805,Tensor_Flow,Sometimes
805,Unix,Most of the time
806,C,Sometimes
806,MATLAB,Most of the time
806,No_SQL,Sometimes
806,Python,Most of the time
806,SQL,Most of the time
806,Tensor_Flow,Sometimes
807,Excel,Most of the time
807,Python,Sometimes
807,SQL,Rarely
808,Python,Rarely
808,R,Most of the time
808,SQL,Often
809,AWS,Most of the time
809,C,Rarely
809,Jupyter,Sometimes
809,Python,Most of the time
809,Tensor_Flow,Rarely
809,Unix,Most of the time
810,Jupyter,Often
810,Excel,Most of the time
810,Python,Most of the time
810,Tensor_Flow,Often
811,Jupyter,Sometimes
811,MATLAB,Often
811,Python,Often
811,R,Sometimes
811,Tableau,Most of the time
812,R,Most of the time
812,Select1,Most of the time
812,Select2,Often
813,MATLAB,Most of the time
813,Unix,Often
814,AWS,Often
814,Java,Sometimes
814,Python,Most of the time
814,SQL,Often
814,Tensor_Flow,Often
815,Amazon_ML,Sometimes
815,AWS,Sometimes
815,Python,Often
815,R,Most of the time
817,C,Often
817,R,Most of the time
817,Stan,Sometimes
818,Jupyter,Most of the time
818,SQL,Often
818,Tensor_Flow,Often
819,C,Rarely
819,Julia,Rarely
819,Jupyter,Often
819,Python,Most of the time
819,Spark,Rarely
819,SQL,Sometimes
819,Tensor_Flow,Often
820,AWS,Most of the time
820,Hadoop,Sometimes
820,Java,Most of the time
820,Spark,Most of the time
820,SQL,Often
820,Unix,Sometimes
820,Select1,Most of the time
821,Python,Most of the time
822,C,Often
822,Jupyter,Sometimes
822,MATLAB,Rarely
822,Python,Often
822,Tensor_Flow,Sometimes
823,Python,Rarely
823,R,Most of the time
823,SQL,Most of the time
824,SASBase,Most of the time
825,R,Most of the time
825,SQL,Often
826,C,Most of the time
826,GCP,Often
826,Julia,Often
826,Jupyter,Sometimes
826,No_SQL,Often
826,Python,Sometimes
826,Tensor_Flow,Rarely
826,Unix,Rarely
827,C,Rarely
827,Python,Most of the time
827,R,Most of the time
827,Unix,Most of the time
828,IBMCognos,Most of the time
828,IBMSPSSModeler,Most of the time
828,IBMSPSSStatistics,Most of the time
828,IBMWatson,Most of the time
828,KNIMEFree,Sometimes
828,No_SQL,Often
828,Python,Often
828,R,Most of the time
829,AWS,Most of the time
829,No_SQL,Often
829,Python,Often
829,R,Often
829,Tableau,Sometimes
829,Tensor_Flow,Sometimes
829,Unix,Often
830,Jupyter,Most of the time
830,MATLAB,Sometimes
830,Python,Most of the time
830,R,Sometimes
831,AWS,Rarely
831,Perl,Often
831,Python,Most of the time
831,R,Rarely
831,Tensor_Flow,Often
831,Unix,Most of the time
832,AWS,Sometimes
832,Jupyter,Most of the time
832,Python,Most of the time
832,R,Sometimes
832,Spark,Sometimes
832,Tableau,Sometimes
833,C,Most of the time
833,IBMSPSSStatistics,Sometimes
833,Azure,Sometimes
833,Python,Often
833,R,Often
833,Rapid_Miner_Free,Sometimes
833,Tensor_Flow,Most of the time
834,AWS,Sometimes
834,C,Sometimes
834,GCP,Rarely
834,Hadoop,Rarely
834,Java,Sometimes
834,Jupyter,Most of the time
834,Python,Most of the time
834,R,Sometimes
834,SQL,Sometimes
834,Tensor_Flow,Sometimes
835,AWS,Rarely
835,Jupyter,Most of the time
835,Python,Most of the time
835,R,Rarely
835,SQL,Rarely
835,Tensor_Flow,Sometimes
835,Unix,Most of the time
836,Amazon_ML,Often
836,AWS,Often
836,Tensor_Flow,Often
837,GCP,Sometimes
837,R,Sometimes
838,C,Rarely
838,Jupyter,Most of the time
838,MATLAB,Rarely
838,No_SQL,Often
838,Python,Most of the time
838,R,Rarely
838,SQL,Most of the time
838,Tableau,Rarely
838,Tensor_Flow,Rarely
838,Unix,Most of the time
839,Jupyter,Often
839,Azure,Often
839,Microsoft_RServer,Sometimes
839,Microsoft_SQL,Rarely
839,No_SQL,Sometimes
839,Python,Most of the time
839,R,Most of the time
841,No_SQL,Sometimes
841,Python,Sometimes
841,SQL,Most of the time
842,IBMSPSSStatistics,Often
842,Julia,Rarely
842,Jupyter,Rarely
842,KNIMEFree,Rarely
842,Python,Rarely
842,R,Often
842,Rapid_Miner_Free,Rarely
842,Tableau,Rarely
842,Unix,Rarely
842,Select1,Rarely
842,Select2,Rarely
843,R,Most of the time
844,R,Rarely
844,SASBase,Most of the time
845,C,Rarely
846,AWS,Often
846,Jupyter,Most of the time
846,MATLAB,Rarely
846,Python,Most of the time
846,Qlik,Sometimes
846,R,Often
846,Spark,Sometimes
846,SQL,Most of the time
846,Tableau,Rarely
846,Tensor_Flow,Rarely
847,C,Most of the time
847,MATLAB,Sometimes
847,No_SQL,Most of the time
847,R,Sometimes
847,Tableau,Rarely
848,Jupyter,Rarely
848,Python,Sometimes
848,R,Most of the time
848,SASBase,Sometimes
848,SASEnterprise,Sometimes
848,SASJMP,Sometimes
848,SQL,Often
848,Tableau,Often
848,Select1,Sometimes
849,AWS,Sometimes
849,C,Rarely
849,Jupyter,Most of the time
849,Python,Most of the time
849,R,Rarely
849,SQL,Sometimes
849,Select1,Sometimes
850,AWS,Most of the time
850,Jupyter,Most of the time
850,Python,Most of the time
850,Unix,Most of the time
851,C,Rarely
851,Java,Rarely
851,Jupyter,Often
851,Python,Most of the time
851,SQL,Sometimes
851,Tensor_Flow,Often
852,R,Often
852,SQL,Most of the time
852,Stan,Sometimes
853,Hadoop,Rarely
853,Excel,Most of the time
853,No_SQL,Most of the time
853,Python,Often
853,R,Sometimes
853,SQL,Most of the time
853,Unix,Most of the time
854,C,Most of the time
854,Python,Most of the time
854,R,Most of the time
855,Jupyter,Often
855,Python,Most of the time
855,Tensor_Flow,Most of the time
855,Unix,Most of the time
856,AWS,Rarely
856,Cloudera,Rarely
856,GCP,Rarely
856,Hadoop,Rarely
856,Jupyter,Sometimes
856,Azure,Rarely
856,Python,Most of the time
856,R,Most of the time
856,SQL,Most of the time
856,Select1,Most of the time
857,IBMSPSSStatistics,Rarely
857,Excel,Sometimes
857,Python,Often
857,R,Most of the time
857,Tableau,Often
858,Java,Sometimes
858,R,Most of the time
858,SQL,Often
858,Select1,Often
859,R,Sometimes
859,Tableau,Sometimes
859,Select1,Sometimes
860,R,Often
860,SASBase,Often
860,SASEnterprise,Often
860,Statistica,Sometimes
860,TIBCO,Rarely
861,C,Rarely
861,Jupyter,Rarely
861,Python,Most of the time
861,Tensor_Flow,Most of the time
861,Select1,Often
862,Amazon_ML,Sometimes
862,AWS,Sometimes
862,Hadoop,Sometimes
862,Impala,Sometimes
862,Java,Most of the time
862,Jupyter,Most of the time
862,Azure,Sometimes
862,Excel,Sometimes
862,Microsoft_RServer,Sometimes
862,Microsoft_SQL,Sometimes
862,No_SQL,Sometimes
862,Python,Most of the time
862,R,Most of the time
862,Spark,Most of the time
862,SQL,Sometimes
862,Tensor_Flow,Most of the time
863,C,Sometimes
863,Hadoop,Sometimes
863,Java,Sometimes
863,Jupyter,Often
863,Python,Most of the time
863,Spark,Sometimes
863,Tensor_Flow,Often
864,C,Rarely
864,Hadoop,Rarely
864,Julia,Often
864,Jupyter,Often
864,MATLAB,Often
864,Python,Most of the time
864,R,Sometimes
864,Spark,Often
864,Tableau,Sometimes
864,Tensor_Flow,Often
864,Select1,Often
865,C,Sometimes
865,MATLAB,Often
865,Python,Often
865,R,Most of the time
865,Unix,Often
866,Java,Sometimes
866,Python,Most of the time
867,C,Sometimes
867,Java,Often
867,Julia,Rarely
867,MATLAB,Rarely
867,No_SQL,Often
867,Perl,Most of the time
867,Python,Most of the time
867,R,Most of the time
867,SQL,Most of the time
867,Unix,Most of the time
868,Amazon_ML,Rarely
868,AWS,Rarely
868,Java,Rarely
868,Julia,Rarely
868,Jupyter,Rarely
868,KNIMEFree,Often
868,MATLAB,Sometimes
868,Orange,Often
868,Python,Often
868,R,Often
868,SASBase,Often
868,Spark,Rarely
868,SQL,Often
869,Jupyter,Sometimes
869,MATLAB,Rarely
869,Python,Sometimes
869,R,Rarely
869,SASBase,Most of the time
869,SQL,Most of the time
870,Amazon_ML,Sometimes
870,AWS,Often
870,Jupyter,Most of the time
870,No_SQL,Often
870,Python,Most of the time
870,Spark,Sometimes
871,Python,Most of the time
871,R,Rarely
872,IBMSPSSStatistics,Often
872,IBMWatson,Often
872,Excel,Often
872,Microsoft_RServer,Sometimes
872,Microsoft_SQL,Most of the time
872,Python,Most of the time
872,R,Sometimes
872,SAPBusiness_Objects,Sometimes
872,SASEnterprise,Rarely
872,SQL,Most of the time
872,Tableau,Sometimes
872,Select1,Most of the time
873,AWS,Often
873,Jupyter,Rarely
873,Python,Most of the time
873,Tensor_Flow,Most of the time
874,Jupyter,Rarely
874,Excel,Most of the time
874,R,Most of the time
874,SASBase,Sometimes
875,Oracle,Most of the time
875,R,Often
876,No_SQL,Most of the time
876,Python,Most of the time
876,SQL,Most of the time
876,Unix,Sometimes
877,IBMSPSSStatistics,Rarely
877,Jupyter,Sometimes
877,Perl,Often
877,Python,Sometimes
877,R,Most of the time
877,Select1,Most of the time
877,Select2,Sometimes
878,Python,Sometimes
878,R,Most of the time
879,IBMSPSSStatistics,Most of the time
880,Jupyter,Most of the time
880,MATLAB,Sometimes
880,Python,Most of the time
880,Tensor_Flow,Sometimes
881,MATLAB,Often
881,Python,Often
881,R,Rarely
881,SQL,Sometimes
881,Tensor_Flow,Often
881,Unix,Often
882,Python,Sometimes
882,R,Most of the time
882,Rapid_Miner_Free,Rarely
882,SQL,Most of the time
883,AWS,Often
883,Python,Often
883,R,Sometimes
884,AWS,Rarely
884,C,Often
884,Java,Sometimes
884,MATLAB,Rarely
884,Python,Sometimes
884,R,Most of the time
884,SQL,Sometimes
884,TIBCO,Often
884,Unix,Most of the time
885,AWS,Most of the time
885,Java,Most of the time
885,KNIMEFree,Most of the time
885,No_SQL,Most of the time
885,Python,Sometimes
885,R,Most of the time
885,SQL,Often
885,Unix,Most of the time
886,AWS,Rarely
886,Hadoop,Rarely
886,Java,Sometimes
886,Jupyter,Often
886,MATLAB,Often
886,Excel,Often
886,Microsoft_RServer,Often
886,Orange,Rarely
886,Perl,Rarely
886,Python,Sometimes
886,R,Most of the time
886,SASJMP,Often
886,SQL,Sometimes
886,Tableau,Rarely
887,R,Most of the time
888,Amazon_ML,Often
888,GCP,Sometimes
888,Jupyter,Often
888,Azure,Sometimes
888,Excel,Sometimes
888,Python,Most of the time
888,R,Sometimes
888,SAPBusiness_Objects,Sometimes
888,SASJMP,Often
888,SQL,Most of the time
888,Unix,Sometimes
889,AWS,Rarely
889,Excel,Sometimes
889,R,Sometimes
890,Microsoft_RServer,Rarely
890,Python,Often
890,R,Most of the time
890,Rapid_Miner_Free,Rarely
890,SQL,Sometimes
891,AWS,Sometimes
891,C,Most of the time
891,Hadoop,Most of the time
891,Jupyter,Often
891,Python,Most of the time
891,Select1,Often
891,Select2,Often
892,IBMSPSSStatistics,Most of the time
892,Microsoft_RServer,Rarely
892,Microsoft_SQL,Rarely
892,Python,Sometimes
892,R,Often
892,SQL,Most of the time
892,Stan,Sometimes
893,Jupyter,Rarely
893,Python,Sometimes
893,R,Most of the time
893,SASBase,Sometimes
893,SQL,Sometimes
893,Stan,Sometimes
893,Unix,Most of the time
894,Julia,Sometimes
894,Azure,Most of the time
894,Microsoft_RServer,Often
894,Stan,Sometimes
895,Java,Sometimes
895,No_SQL,Often
895,Python,Most of the time
895,R,Most of the time
